asset,kit,waar_label,alt_label,sport,repeat,ok,model,label,confidence,attributes,polycount_impression,surface_finish,latency_ms,prompt_tokens,beeld_tokens,output_tokens,ruw
B5_dishrack,KayKit_Restaurant_Bits,stylised PBR,toon-cel,256,3,1,claude-opus-5,low-poly flat-shaded,0.72,flat-shaded | faceted edges | matte diffuse | untextured solids | chunky primitives,low,"matte, untextured, slight soft shading",6662,25955,99,109,"{""style_label"": ""low-poly flat-shaded"", ""confidence"": 0.72, ""attributes"": [""flat-shaded"", ""faceted edges"", ""matte diffuse"", ""untextured solids"", ""chunky primitives""], ""polycount_impression"": ""low"", ""surface_finish"": ""matte, untextured, slight soft shading""}"
B2_armchair,KayKit_Furniture_Bits,stylised PBR,toon-cel,768,3,1,claude-opus-5,stylised PBR,0.86,soft rounded edges | matte diffuse shading | warm orange palette | clay-like material | smooth studio lighting,medium,"smooth matte clay, soft specular rolloff",5678,26639,783,126,"{   ""style_label"": ""stylised PBR"",   ""confidence"": 0.86,   ""attributes"": [""soft rounded edges"", ""matte diffuse shading"", ""warm orange palette"", ""clay-like material"", ""smooth studio lighting""],   ""polycount_impression"": ""medium"",   ""surface_finish"": ""smooth matte clay, soft specular rolloff"" }"
C4_stall,FantasyProps_glTF_1k,painterly-texture,,384,1,1,claude-opus-5,stylised PBR,0.72,warm wood grain | soft cloth canopy | clean modular geometry | muted earthy palette | soft diffuse lighting,medium,matte wood with soft fabric sheen,5836,26051,195,115,"{""style_label"": ""stylised PBR"", ""confidence"": 0.72, ""attributes"": [""warm wood grain"", ""soft cloth canopy"", ""clean modular geometry"", ""muted earthy palette"", ""soft diffuse lighting""], ""polycount_impression"": ""medium"", ""surface_finish"": ""matte wood with soft fabric sheen""}"
B5_dishrack,KayKit_Restaurant_Bits,stylised PBR,toon-cel,2576,2,1,claude-opus-5,low-poly flat-shaded,0.92,faceted geometry | flat shading | limited palette | visible polygon edges | minimal detail,low,"matte, untextured flat facets",6250,30661,4805,96,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.92,""attributes"":[""faceted geometry"",""flat shading"",""limited palette"",""visible polygon edges"",""minimal detail""],""polycount_impression"":""low"",""surface_finish"":""matte, untextured flat facets""}"
B3_cabinet,KayKit_Furniture_Bits,stylised PBR,toon-cel,256,3,1,claude-opus-5,stylised PBR,0.72,soft baked shading | warm wood tones | rounded bevels | chunky proportions | mobile-game prop,medium,"matte, softly shaded, subtle painted grain",6761,25955,99,123,"{   ""style_label"": ""stylised PBR"",   ""confidence"": 0.72,   ""attributes"": [""soft baked shading"", ""warm wood tones"", ""rounded bevels"", ""chunky proportions"", ""mobile-game prop""],   ""polycount_impression"": ""medium"",   ""surface_finish"": ""matte, softly shaded, subtle painted grain"" }"
C3_chest,FantasyProps_glTF_1k,painterly-texture,,384,3,1,claude-opus-5,stylised PBR,0.72,chunky bevels | stylised wood grain | game-ready prop | matte metal bands | exaggerated silhouette,medium,"matte, lightly textured wood and metal",6108,26051,195,104,"{""style_label"":""stylised PBR"",""confidence"":0.72,""attributes"":[""chunky bevels"",""stylised wood grain"",""game-ready prop"",""matte metal bands"",""exaggerated silhouette""],""polycount_impression"":""medium"",""surface_finish"":""matte, lightly textured wood and metal""}"
B4_crate,KayKit_Restaurant_Bits,stylised PBR,toon-cel,512,3,1,claude-opus-5,low-poly flat-shaded,0.72,faceted geometry | flat gradients | untextured | saturated palette | isometric prop,low,matte untextured shading with soft vertex gradients,5723,26216,360,119,"{   ""style_label"": ""low-poly flat-shaded"",   ""confidence"": 0.72,   ""attributes"": [""faceted geometry"", ""flat gradients"", ""untextured"", ""saturated palette"", ""isometric prop""],   ""polycount_impression"": ""low"",   ""surface_finish"": ""matte untextured shading with soft vertex gradients"" }"
B5_dishrack,KayKit_Restaurant_Bits,stylised PBR,toon-cel,192,2,1,claude-opus-5,low-poly flat-shaded,0.72,flat-shaded | matte | simple-forms | limited-palette | soft-ambient-occlusion,low,"matte untextured solid color, no specular",5221,25904,48,101,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.72,""attributes"":[""flat-shaded"",""matte"",""simple-forms"",""limited-palette"",""soft-ambient-occlusion""],""polycount_impression"":""low"",""surface_finish"":""matte untextured solid color, no specular""}"
C2_cauldron,FantasyProps_glTF_1k,painterly-texture,,2576,1,1,claude-opus-5,low-poly flat-shaded,0.72,faceted silhouette | low-res texture | matte grey material | visible polygon edges | minimal detail,low,matte untextured grey with sparse painted chips,5763,30661,4805,104,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.72,""attributes"":[""faceted silhouette"",""low-res texture"",""matte grey material"",""visible polygon edges"",""minimal detail""],""polycount_impression"":""low"",""surface_finish"":""matte untextured grey with sparse painted chips""}"
B1_table,KayKit_Dungeon_Pack,stylised PBR,toon-cel,768,2,1,claude-opus-5,low-poly flat-shaded,0.92,faceted geometry | flat matte shading | soft ambient light | muted warm palette | stylised props,low,"matte untextured, soft flat facets",5382,26639,783,100,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.92,""attributes"":[""faceted geometry"",""flat matte shading"",""soft ambient light"",""muted warm palette"",""stylised props""],""polycount_impression"":""low"",""surface_finish"":""matte untextured, soft flat facets""}"
A5_cart,Modular Village,low-poly flat-shaded,,384,3,1,claude-opus-5,low-poly flat-shaded,0.86,flat shading | muted beige palette | faceted geometry | untextured surfaces | isometric prop,low,"matte, flat, untextured diffuse shading",6433,26051,195,103,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.86,""attributes"":[""flat shading"",""muted beige palette"",""faceted geometry"",""untextured surfaces"",""isometric prop""],""polycount_impression"":""low"",""surface_finish"":""matte, flat, untextured diffuse shading""}"
A2_snowman,kenney_holidaykit,low-poly flat-shaded,,1568,3,1,claude-opus-5,low-poly flat-shaded,0.93,faceted geometry | flat shading | visible polygons | minimal detail | soft gradient lighting,low,"matte, untextured flat facets",6682,28991,3135,98,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.93,""attributes"":[""faceted geometry"",""flat shading"",""visible polygons"",""minimal detail"",""soft gradient lighting""],""polycount_impression"":""low"",""surface_finish"":""matte, untextured flat facets""}"
B3_cabinet,KayKit_Furniture_Bits,stylised PBR,toon-cel,192,3,1,claude-opus-5,stylised PBR,0.72,chunky proportions | soft baked shadows | warm wood tones | rounded bevels | hand-crafted prop,medium,"soft matte wood, subtle texture variation",6133,25904,48,104,"{""style_label"":""stylised PBR"",""confidence"":0.72,""attributes"":[""chunky proportions"",""soft baked shadows"",""warm wood tones"",""rounded bevels"",""hand-crafted prop""],""polycount_impression"":""medium"",""surface_finish"":""soft matte wood, subtle texture variation""}"
A3_birch,Ultimate_Nature_Pack_by_Quaternius,low-poly flat-shaded,,192,3,1,claude-opus-5,low-poly flat-shaded,0.94,faceted geometry | flat shading | hard normals | matte green foliage | minimal detail,low,"matte untextured flat facets, no specular",6311,25904,48,117,"{   ""style_label"": ""low-poly flat-shaded"",   ""confidence"": 0.94,   ""attributes"": [""faceted geometry"", ""flat shading"", ""hard normals"", ""matte green foliage"", ""minimal detail""],   ""polycount_impression"": ""low"",   ""surface_finish"": ""matte untextured flat facets, no specular"" }"
C5_tent,nature_kit,painterly-texture,,1568,1,1,claude-opus-5,low-poly flat-shaded,0.82,faceted-planes | flat-color | matte-diffuse | minimal-detail | stylised-primitives,low,"matte untextured flat diffuse, no specular",6221,28991,3135,113,"{""style_label"": ""low-poly flat-shaded"", ""confidence"": 0.82, ""attributes"": [""faceted-planes"", ""flat-color"", ""matte-diffuse"", ""minimal-detail"", ""stylised-primitives""], ""polycount_impression"": ""low"", ""surface_finish"": ""matte untextured flat diffuse, no specular""}"
B1_table,KayKit_Dungeon_Pack,stylised PBR,toon-cel,768,1,1,claude-opus-5,low-poly flat-shaded,0.93,faceted geometry | flat matte colors | soft ambient occlusion | chunky stylised props | clean neutral backdrop,low,"matte, untextured, softly shaded flat facets",5612,26639,783,121,"{""style_label"": ""low-poly flat-shaded"", ""confidence"": 0.93, ""attributes"": [""faceted geometry"", ""flat matte colors"", ""soft ambient occlusion"", ""chunky stylised props"", ""clean neutral backdrop""], ""polycount_impression"": ""low"", ""surface_finish"": ""matte, untextured, softly shaded flat facets""}"
B4_crate,KayKit_Restaurant_Bits,stylised PBR,toon-cel,768,3,1,claude-opus-5,low-poly flat-shaded,0.82,faceted geometry | flat gradients | untextured | hard normals | simple palette,low,"matte flat-shaded, no texture detail",6011,26639,783,96,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.82,""attributes"":[""faceted geometry"",""flat gradients"",""untextured"",""hard normals"",""simple palette""],""polycount_impression"":""low"",""surface_finish"":""matte flat-shaded, no texture detail""}"
B3_cabinet,KayKit_Furniture_Bits,stylised PBR,toon-cel,1092,3,1,claude-opus-5,low-poly flat-shaded,0.82,faceted geometry | chunky forms | gradient shading | matte surfaces | warm palette,low,"matte, untextured, soft gradient vertex shading",5691,27376,1520,122,"{   ""style_label"": ""low-poly flat-shaded"",   ""confidence"": 0.82,   ""attributes"": [""faceted geometry"", ""chunky forms"", ""gradient shading"", ""matte surfaces"", ""warm palette""],   ""polycount_impression"": ""low"",   ""surface_finish"": ""matte, untextured, soft gradient vertex shading"" }"
B5_dishrack,KayKit_Restaurant_Bits,stylised PBR,toon-cel,384,1,1,claude-opus-5,low-poly flat-shaded,0.88,faceted | flat shading | hard edges | matte | simple palette,low,matte untextured with visible flat facets,5176,26051,195,108,"{   ""style_label"": ""low-poly flat-shaded"",   ""confidence"": 0.88,   ""attributes"": [""faceted"", ""flat shading"", ""hard edges"", ""matte"", ""simple palette""],   ""polycount_impression"": ""low"",   ""surface_finish"": ""matte untextured with visible flat facets"" }"
A3_birch,Ultimate_Nature_Pack_by_Quaternius,low-poly flat-shaded,,512,3,1,claude-opus-5,low-poly flat-shaded,0.94,faceted foliage | flat shading | hard facet edges | limited palette | stylised tree,low,"matte untextured flat facets, no specular",5102,26216,360,117,"{   ""style_label"": ""low-poly flat-shaded"",   ""confidence"": 0.94,   ""attributes"": [""faceted foliage"", ""flat shading"", ""hard facet edges"", ""limited palette"", ""stylised tree""],   ""polycount_impression"": ""low"",   ""surface_finish"": ""matte untextured flat facets, no specular"" }"
A2_snowman,kenney_holidaykit,low-poly flat-shaded,,1568,2,1,claude-opus-5,low-poly flat-shaded,0.93,faceted geometry | flat shading | minimal palette | visible polygon edges | soft studio lighting,low,"matte, untextured flat facets",6087,28991,3135,99,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.93,""attributes"":[""faceted geometry"",""flat shading"",""minimal palette"",""visible polygon edges"",""soft studio lighting""],""polycount_impression"":""low"",""surface_finish"":""matte, untextured flat facets""}"
C4_stall,FantasyProps_glTF_1k,painterly-texture,,1092,2,1,claude-opus-5,stylised PBR,0.62,wood grain texture | soft ambient shading | clean geometry | muted palette | prop-style asset,medium,"matte painted wood, soft cloth, dull metal",6000,27376,1520,121,"{   ""style_label"": ""stylised PBR"",   ""confidence"": 0.62,   ""attributes"": [""wood grain texture"", ""soft ambient shading"", ""clean geometry"", ""muted palette"", ""prop-style asset""],   ""polycount_impression"": ""medium"",   ""surface_finish"": ""matte painted wood, soft cloth, dull metal"" }"
B1_table,KayKit_Dungeon_Pack,stylised PBR,toon-cel,256,2,1,claude-opus-5,low-poly flat-shaded,0.88,faceted geometry | flat matte colors | soft ambient shading | minimal detail | clean silhouettes,low,"matte untextured, no specular highlights",6199,25955,99,103,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.88,""attributes"":[""faceted geometry"",""flat matte colors"",""soft ambient shading"",""minimal detail"",""clean silhouettes""],""polycount_impression"":""low"",""surface_finish"":""matte untextured, no specular highlights""}"
C5_tent,nature_kit,painterly-texture,,384,1,1,claude-opus-5,low-poly flat-shaded,0.72,flat matte green | simple silhouette | untextured surfaces | sparse geometry | neutral studio backdrop,low,"matte, non-reflective, near-flat diffuse shading",5414,26051,195,120,"{""style_label"": ""low-poly flat-shaded"", ""confidence"": 0.72, ""attributes"": [""flat matte green"", ""simple silhouette"", ""untextured surfaces"", ""sparse geometry"", ""neutral studio backdrop""], ""polycount_impression"": ""low"", ""surface_finish"": ""matte, non-reflective, near-flat diffuse shading""}"
B2_armchair,KayKit_Furniture_Bits,stylised PBR,toon-cel,384,1,1,claude-opus-5,stylised PBR,0.82,soft rounded edges | smooth matte surface | warm orange palette | chunky proportions | clean studio lighting,medium,"smooth matte, slight soft specular sheen",5739,26051,195,124,"{   ""style_label"": ""stylised PBR"",   ""confidence"": 0.82,   ""attributes"": [""soft rounded edges"", ""smooth matte surface"", ""warm orange palette"", ""chunky proportions"", ""clean studio lighting""],   ""polycount_impression"": ""medium"",   ""surface_finish"": ""smooth matte, slight soft specular sheen"" }"
A1_chest,kenney_survival-kit,low-poly flat-shaded,,1092,2,1,claude-opus-5,low-poly flat-shaded,0.92,faceted geometry | flat shading | limited palette | game-ready prop | stylised chest,low,"matte, untextured, softly shaded facets",5842,27376,1520,99,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.92,""attributes"":[""faceted geometry"",""flat shading"",""limited palette"",""game-ready prop"",""stylised chest""],""polycount_impression"":""low"",""surface_finish"":""matte, untextured, softly shaded facets""}"
C1_bookcase,FantasyProps_glTF_1k,painterly-texture,,512,3,1,claude-opus-5,painterly-texture,0.78,hand-painted wood grain | visible brush streaks | warm brown palette | stylised metal corner braces | soft baked shading,low,"matte hand-painted diffuse, no specular highlights",6056,26216,360,111,"{""style_label"":""painterly-texture"",""confidence"":0.78,""attributes"":[""hand-painted wood grain"",""visible brush streaks"",""warm brown palette"",""stylised metal corner braces"",""soft baked shading""],""polycount_impression"":""low"",""surface_finish"":""matte hand-painted diffuse, no specular highlights""}"
A5_cart,Modular Village,low-poly flat-shaded,,768,2,1,claude-opus-5,low-poly flat-shaded,0.93,faceted geometry | flat shading | muted beige palette | hard color banding | no texture maps,low,matte untextured flat-shaded facets,5853,26639,783,99,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.93,""attributes"":[""faceted geometry"",""flat shading"",""muted beige palette"",""hard color banding"",""no texture maps""],""polycount_impression"":""low"",""surface_finish"":""matte untextured flat-shaded facets""}"
C3_chest,FantasyProps_glTF_1k,painterly-texture,,1568,2,1,claude-opus-5,low-poly flat-shaded,0.68,chunky beveled forms | hand-painted wood grain | flat matte shading | game-ready prop | stylised fantasy chest,low,"matte, non-reflective, hand-painted diffuse only",5930,28991,3135,117,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.68,""attributes"":[""chunky beveled forms"",""hand-painted wood grain"",""flat matte shading"",""game-ready prop"",""stylised fantasy chest""],""polycount_impression"":""low"",""surface_finish"":""matte, non-reflective, hand-painted diffuse only""}"
